96795_at	1	"(2,2)"	fatty acid amide hydrolase	[TF:suz12][TF:h3k27]96795_at;	204231_s_at	fatty acid amide hydrolase
162435_f_at	1	"(2,2)"	fasciculation and elongation protein zeta 1 (zygin I)	[TF:h3k27]162435_f_at;	203562_at	fasciculation and elongation protein zeta 1 (zygin I)
160129_at	1	"(2,2)"	eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)	[TF:eed][TF:phc1][TF:rnf2][TF:h3k27]160129_at;	214394_x_at	eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein) /// similar to Elongation factor 1-delta (EF-1-delta) (Antigen NY-CO-4) /// similar to Elongation factor 1-delta (EF-1-delta) (Antigen NY-CO-4)
93754_at	1	"(2,2)"	"enoyl coenzyme A hydratase 1, peroxisomal"	[RNAi:tbx3(0.025045)(-0.138736)(-0.241613)(-0.391398)(-0.246038)(-0.340339)(-0.384592)(-0.264516)][RNAi:esrrb(0.080941)(-0.190471)(-0.28074)(-0.495572)(-0.259278)(-0.3059)(-0.385595)(-0.294642)]93754_at;	200789_at	"enoyl Coenzyme A hydratase 1, peroxisomal"
160568_at	1	"(2,2)"	"enolase 1, alpha non-neuron"	[TF:oct4][TF:oct4][TF:nanog][TF:nanog]160568_at;	201231_s_at	"enolase 1, (alpha)"
103665_at	1	"(2,2)"	"ELOVL family member 6, elongation of long chain fatty acids (yeast)"	[ES][TF:oct4][TF:nanog][TF:nanog]103665_at;	204256_at	"ELOVL family member 6, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)"
161291_at	1	"(2,2)"	disabled homolog 1 (Drosophila)	[TF:rnf2][TF:h3k27]161291_at;	220611_at	disabled homolog 1 (Drosophila)
97276_at	1	"(2,2)"	cytoskeleton-associated protein 1	[TF:nanog]97276_at;	211759_x_at	cytoskeleton associated protein 1 /// cytoskeleton associated protein 1
93072_at	1	"(2,2)"	cyclic nucleotide phosphodiesterase 1	[TF:nanog]93072_at;	208912_s_at	"2',3'-cyclic nucleotide 3' phosphodiesterase"
96551_at	1	"(2,2)"	"C-type lectin domain family 4, member e"	[TF:sox2][TF:nanog]96551_at;	219859_at	"C-type lectin domain family 4, member E"
160937_at	1	"(2,2)"	"crystallin, mu"	[TF:h3k27]160937_at;	205489_at	"crystallin, mu"
98371_at	1	"(2,2)"	"core-binding factor, runt domain, alpha subunit 2, translocated to, 2 homolog (human)"	[ES][TF Goterm][TF:oct4][TF:oct4][TF:nanog]98371_at;	207625_s_at	"core-binding factor, runt domain, alpha subunit 2; translocated to, 2"
161554_r_at	1	"(2,2)"	Coenzyme A synthase	[TF:suz12][TF:eed][TF:phc1][TF:h3k27]161554_r_at;	201913_s_at	Coenzyme A synthase
93705_at	1	"(2,2)"	"cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)"	[TF:h3k27]93705_at;	206703_at	"cholinergic receptor, nicotinic, beta 1 (muscle)"
160947_at	1	"(2,2)"	"centaurin, delta 3"	[TF:h3k27]160947_at;	218950_at	"centaurin, delta 3"
94217_f_at	1	"(2,2)"	cell division cycle associated 3	[TF:phc1][TF:sox2][TF:nanog]94217_f_at;	221436_s_at	cell division cycle associated 3 /// cell division cycle associated 3
102403_at	1	"(2,2)"	cell division cycle 45 homolog (S. cerevisiae)-like	[TF:phc1][TF:rnf2]102403_at;	204126_s_at	CDC45 cell division cycle 45-like (S. cerevisiae)
97179_at	1	"(2,2)"	cDNA sequence BC048355	[RNAi:sox2(-0.19213)(-0.135079)(-0.111495)(-0.243831)(-0.371734)(-0.274609)(-0.47365)(-0.35022)][RNAi:nanog(0.026232)(-0.030548)(0.023967)(-0.227583)(-0.198559)(-0.223993)(-0.40213)(-0.427509)]97179_at;	39817_s_at	chromosome 6 open reading frame 108
99820_f_at	1	"(2,2)"	"cat eye syndrome chromosome region, candidate 5 homolog (human)"	[TF:rnf2]99820_f_at;	218592_s_at	"cat eye syndrome chromosome region, candidate 5"
102231_at	1	"(2,2)"	cAMP responsive element binding protein 3-like 1	[TF Goterm]102231_at;	213059_at	cAMP responsive element binding protein 3-like 1
99536_at	1	"(2,2)"	calcium and integrin binding family member 2	[TF:h3k27]99536_at;	205008_s_at	calcium and integrin binding family member 2
100443_at	1	"(2,2)"	"branched chain aminotransferase 2, mitochondrial"	[RNAi:nanog(-0.110565)(-0.116135)(-0.097608)(-0.07638)(-0.227575)(100)(-0.354812)(-0.368042)]100443_at;	203576_at	"branched chain aminotransferase 2, mitochondrial"
93941_at	1	"(2,2)"	brachyury	[TF Goterm][RNAi:tcl1(100)(100)(100)(100)(100)(100)(100)(100)][RNAi:esrrb(100)(100)(100)(100)(100)(100)(100)(100)]93941_at;	206524_at	"T, brachyury homolog (mouse)"
94518_at	1	"(2,2)"	aurora kinase A interacting protein 1	[TF:oct4][TF:nanog]94518_at;	218580_x_at	aurora kinase A interacting protein 1 /// similar to Aurora kinase A-interacting protein (AURKA-interacting protein)
93867_at	1	"(2,2)"	"ATP-binding cassette, sub-family D (ALD), member 4"	[ES][TF:oct4][TF:nanog][RNAi:dppa4(100)(100)(100)(100)(100)(100)(100)(100)][RNAi:tbx3(100)(100)(100)(100)(100)(100)(100)(100)][RNAi:esrrb(100)(100)(100)(100)(100)(100)(0.055141)(100)][RNAi:nanog(100)(100)(100)(100)(100)(100)(100)(100)]93867_at;	203981_s_at	"ATP-binding cassette, sub-family D (ALD), member 4"
103275_at	1	"(2,2)"	"ATPase, H+ transporting, lysosomal V0 subunit A1"	[TF Goterm]103275_at;	212383_at	"ATPase, H+ transporting, lysosomal V0 subunit a1"
96069_at	1	"(2,2)"	"aldo-keto reductase family 7, member A5 (aflatoxin aldehyde reductase)"	[TF:h3k27]96069_at;	214259_s_at	"aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)"
104205_at	1	"(2,2)"	aggrecan 1	[TF:suz12][TF:h3k27]104205_at;	205679_x_at	"aggrecan 1 (chondroitin sulfate proteoglycan 1, large aggregating proteoglycan, antigen identified by monoclonal antibody A0122)"
92536_at	1	"(2,2)"	"adrenergic receptor, beta 3"	[MAPKKK]92536_at;	206812_at	"adrenergic, beta-3-, receptor"
99802_at	1	"(2,2)"	"adrenergic receptor, alpha 2b"	[MAPKKK][TF:suz12][TF:eed][TF:phc1][TF:rnf2][TF:h3k27]99802_at;	208544_at	"adrenergic, alpha-2B-, receptor"
98361_at	1	"(2,2)"	adenylate cyclase activating polypeptide 1 receptor 1	[TF:suz12][TF:eed][TF:rnf2][TF:h3k27]98361_at;	207151_at	adenylate cyclase activating polypeptide 1 (pituitary) receptor type I
93560_at	1	"(2,2)"	"acylphosphatase 1, erythrocyte (common) type"	[TF:h3k27]93560_at;	205260_s_at	"acylphosphatase 1, erythrocyte (common) type"
101177_at	1	"(2,2)"	"activin A receptor, type 1B"	[TF:h3k27][TF:nanog]101177_at;	213198_at	"activin A receptor, type IB"
160898_at	1	"(2,2)"	activator of basal transcription	[TF Goterm]160898_at;	218405_at	activator of basal transcription 1
100381_at	1	"(2,2)"	"actin, alpha 1, skeletal muscle"	[TF:h3k27][RNAi:dppa4(100)(100)(100)(1.184846)(100)(-0.105563)(-0.147389)(100)][RNAi:mm_343880(100)(100)(100)(0.747349)(100)(1.278662)(1.256753)][RNAi:tcl1(100)(100)(100)(1.191943)(100)(1.166317)(0.983557)(100)][RNAi:tbx3(100)(100)(100)(0.640733)(100)(0.818147)(0.91129)(100)][RNAi:esrrb(100)(100)(100)(1.222051)(100)(1.317499)(1.099147)(100)][RNAi:sox2(100)(100)(100)(1.623514)(100)(1.345846)(1.311079)(100)][RNAi:oct4(100)(100)(100)(100)(100)(100)(100)(100)][RNAi:nanog(100)(100)(100)(0.731644)(100)(100)(0.453441)(100)]100381_at;	203872_at	"actin, alpha 1, skeletal muscle"
98878_r_at	1	"(2,2)"	"achalasia, adrenocortical insufficiency, alacrimia"	[TF:suz12][TF:phc1][TF:rnf2][TF:h3k27]98878_r_at;	218075_at	"achalasia, adrenocortical insufficiency, alacrimia (Allgrove, triple-A)"
98989_at	1	"(2,2)"	7-dehydrocholesterol reductase	[TF:oct4][TF:oct4][RNAi:nanog(-0.203644)(-0.072183)(-0.148884)(-0.246062)(-0.315024)(0.357381)(-0.41016)(-0.412451)]98989_at;	201791_s_at	7-dehydrocholesterol reductase
103956_at	1	"(2,2)"	5-azacytidine induced gene 1	[RNAi:tbx3(100)(100)(100)(100)(100)(100)(100)(100)][RNAi:nanog(-0.133945)(100)(100)(0.085225)(100)(100)(100)(100)]103956_at;	214742_at	5-azacytidine induced 1
97279_at	1	"(2,2)"	3-hydroxyisobutyrate dehydrogenase	[RNAi:sox2(-0.091236)(-0.142718)(-0.038589)(-0.208545)(-0.254559)(-0.327774)(-0.318141)(-0.497583)][RNAi:oct4(100)(100)(100)(100)(100)(100)(100)(100)][RNAi:nanog(-0.044224)(0.021965)(0.141757)(0.018845)(-0.051036)(100)(-0.310767)(-0.46411)]97279_at;	215316_at	3-hydroxyisobutyrate dehydrogenase
160616_at	2	"(2,3)"	Wolf-Hirschhorn syndrome candidate 2 (human)	[TF:oct4][TF:nanog]160616_at;	203112_s_at	Wolf-Hirschhorn syndrome candidate 2
94264_at	2	"(2,3)"	v-raf-leukemia viral oncogene 1	[MAPK geneMAPP]94264_at;	201244_s_at	v-raf-1 murine leukemia viral oncogene homolog 1
92995_at	2	"(2,3)"	visinin-like 1	[TF:h3k27]92995_at;	203797_at	visinin-like 1
160363_at	2	"(2,3)"	vacuolar protein sorting 72 (yeast)	[TF Goterm]160363_at;	202261_at	vacuolar protein sorting 72 (S. cerevisiae)
102220_at	2	"(2,3)"	undifferentiated embryonic cell transcription factor 1	[TF Goterm][TF:nanog][TF:nanog][RNAi:esrrb(-0.091735)(0.025193)(-0.196112)(-0.212962)(-0.328373)(-0.289812)(-0.374745)(-0.400945)][RNAi:sox2(0.049412)(-0.07997)(-0.230938)(-0.308444)(-0.414706)(-0.444369)(-0.509951)(-0.248767)][RNAi:oct4(100)(100)(100)(100)(100)(100)(100)(100)][RNAi:nanog(-0.04862)(0.039076)(-0.069289)(-0.053233)(-0.190625)(100)(-0.352334)(-0.289097)]102220_at;	208275_x_at	undifferentiated embryonic cell transcription factor 1
96766_s_at	2	"(2,3)"	TYRO3 protein tyrosine kinase 3	[RNAi:sox2(-0.281448)(-0.2853)(-0.243776)(-0.382812)(-0.298422)(-0.427366)(-0.451239)(-0.345707)][RNAi:oct4(0.973213)(0.756582)(0.583628)(0.450011)(0.417414)(0.358269)(0.373487)(0.483792)][RNAi:nanog(0.059237)(-0.008042)(-0.043307)(-0.119342)(-0.069734)(0.419181)(-0.430144)(-0.331413)]96766_s_at;	211432_s_at	TYRO3 protein tyrosine kinase
103691_at	2	"(2,3)"	tripartite motif protein 13	[RNAi:sox2(0.001832)(-0.124247)(-0.102183)(100)(100)(100)(100)(100)][RNAi:oct4(100)(100)(100)(100)(100)(100)(100)(100)]103691_at;	203659_s_at	ret finger protein 2
160256_at	2	"(2,3)"	translocase of outer mitochondrial membrane 7 homolog (yeast)	[TF:nanog]160256_at;	201812_s_at	translocase of outer mitochondrial membrane 7 homolog (yeast) /// hypothetical protein LOC201725
101527_at	2	"(2,3)"	transcription elongation factor A (SII) 1	[TF:sox2][TF:nanog]101527_at;	216241_s_at	"transcription elongation factor A (SII), 1"
101502_at	2	"(2,3)"	TG interacting factor	[ES][TF Goterm][TGF GenMAPP][TF:oct4][TF:sox2][TF:nanog][TF:nanog][TF:nanog][TF:nanog][RNAi:sox2(0.013591)(-0.187222)(-0.139007)(-0.251671)(-0.261054)(-0.385487)(-0.304358)(-0.345265)][RNAi:oct4(-0.982001)(-1.360056)(-1.398433)(-1.462126)(100)(-1.384257)(-1.360545)(-1.225085)][RNAi:nanog(0.025643)(-0.150106)(-0.163958)(-0.3292)(-0.271712)(-0.811528)(-0.6382)(-0.619731)]101502_at;	203313_s_at	TGFB-induced factor (TALE family homeobox)
103385_at	2	"(2,3)"	"teratocarcinoma expressed, serine rich"	[ES][RNAi:tbx3(0.030974)(0.271323)(0.312628)(0.3939)(0.256155)(0.269027)(0.185307)(0.067033)][RNAi:oct4(-0.818055)(-0.756478)(-0.69993)(-0.749916)(-0.644775)(-0.643371)(-0.579321)(-0.537974)]103385_at;	220147_s_at	"family with sequence similarity 60, member A"
101405_at	2	"(2,3)"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1"	[RNAi:oct4(100)(100)(100)(100)(100)(100)(100)(100)]101405_at;	209518_at	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1"
102687_at	2	"(2,3)"	suppressor of variegation 3-9 homolog 2 (Drosophila)	[TF:rnf2]102687_at;	219262_at	suppressor of variegation 3-9 homolog 2 (Drosophila)
161508_at	2	"(2,3)"	SUB1 homolog (S. cerevisia	[TF Goterm][TF:nanog]161508_at;	212857_x_at	SUB1 homolog (S. cerevisiae)
98278_at	2	"(2,3)"	sprouty homolog 4 (Drosophila)	[ES][TF:oct4][TF:nanog][TF:nanog]98278_at;	221489_s_at	sprouty homolog 4 (Drosophila) /// similar to sprouty homolog 4 (Drosophila)
104214_at	2	"(2,3)"	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 8"	[TF:suz12][TF:h3k27][TF:nanog]104214_at;	216604_s_at	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 8"
160068_at	2	"(2,3)"	sin3 associated polypeptide	[TF Goterm][RNAi:sox2(-0.279947)(-0.304875)(-0.430541)(-0.499042)(-0.520148)(-0.483477)(-0.336141)(-0.417465)][RNAi:oct4(-0.444484)(-0.494783)(-0.446453)(-0.561368)(-0.575069)(-0.620718)(-0.64522)(-0.599264)][RNAi:nanog(0.020398)(0.047153)(0.001876)(-0.131639)(-0.159495)(-0.427724)(-0.379333)(-0.370713)]160068_at;	204900_x_at	"Sin3A-associated protein, 30kDa"
92673_at	2	"(2,3)"	SH3-domain GRB2-like 2	[TF:sox2]92673_at;	205751_at	SH3-domain GRB2-like 2
102985_at	2	"(2,3)"	serine/arginine-rich protein specific kinase 1	[TF:rnf2]102985_at;	202200_s_at	SFRS protein kinase 1
100762_at	2	"(2,3)"	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A"	[TF:suz12][TF:eed][TF:phc1][TF:rnf2][TF:h3k27][TF:nanog][TF:nanog]100762_at;	220454_s_at	"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A"
98835_at	2	"(2,3)"	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A"	[TF:suz12][TF:phc1][TF:rnf2][TF:h3k27]98835_at;	206805_at	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A"
160299_at	2	"(2,3)"	RWD domain containing 1	[TF:sox2]160299_at;	219598_s_at	RWD domain containing 1
102399_at	2	"(2,3)"	RNA binding protein gene with multiple splicing	[ES]102399_at;	209487_at	RNA binding protein with multiple splicing
160282_at	2	"(2,3)"	RIKEN cDNA 4931406I20 gene	[TF:suz12][TF:eed][TF:phc1][TF:h3k27][TF:oct4]160282_at;	219988_s_at	chromosome 1 open reading frame 164
102586_at	2	"(2,3)"	receptor tyrosine kinase-like orphan receptor 1	[TF:suz12][TF:h3k27][TF:nanog]102586_at;	205805_s_at	receptor tyrosine kinase-like orphan receptor 1
98573_r_at	2	"(2,3)"	RAN binding protein 1	[TF:oct4]98573_r_at;	202483_s_at	RAN binding protein 1
95077_at	2	"(2,3)"	"RAB geranylgeranyl transferase, b subunit"	[RNAi:esrrb(-0.146406)(-0.056512)(-0.214922)(-0.194926)(-0.058344)(-0.117048)(-0.516018)(-0.376046)]95077_at;	209181_s_at	"Rab geranylgeranyltransferase, beta subunit"
103544_at	2	"(2,3)"	pseudouridine synthase 1	[TF Goterm]103544_at;	218670_at	pseudouridylate synthase 1
101926_at	2	"(2,3)"	proviral integration site 2	[ES][RNAi:mm_343880(-0.092136)(-0.046082)(0.106168)(0.201077)(0.334187)(0.337942)(0.504552)][RNAi:tbx3(-0.06114)(0.32064)(0.415985)(0.30983)(0.216138)(0.224354)(0.200305)(0.069804)][RNAi:esrrb(0.171652)(0.691024)(0.890815)(0.813985)(0.703389)(0.515311)(0.651778)(0.512408)]101926_at;	204269_at	pim-2 oncogene
102070_at	2	"(2,3)"	"procollagen, type IX, alpha 3"	[TF:h3k27]102070_at;	204724_s_at	"collagen, type IX, alpha 3"
102893_at	2	"(2,3)"	"POU domain, class 2, transcription factor 1"	[TF Goterm]102893_at;	206789_s_at	"POU domain, class 2, transcription factor 1"
100408_at	2	"(2,3)"	"polymerase (DNA directed), epsilon 3 (p17 subunit)"	[TF:phc1][TF:rnf2]100408_at;	208828_at	"polymerase (DNA directed), epsilon 3 (p17 subunit)"
101027_s_at	2	"(2,3)"	pituitary tumor-transforming 1	[TF:nanog]101027_s_at;	203554_x_at	pituitary tumor-transforming 1
95507_at	2	"(2,3)"	phosphoribosyl pyrophosphate synthetase 1	[RNAi:sox2(0.065253)(-0.037335)(-0.159635)(-0.043209)(-0.447661)(-0.309133)(-0.231145)(-0.147367)]95507_at;	209440_at	phosphoribosyl pyrophosphate synthetase 1
100927_at	2	"(2,3)"	phospholipid transfer protein	[RNAi:mm_343880(0.047071)(0.19939)(-0.068479)(0.017356)(-0.267722)(-0.428014)(-0.658052)][RNAi:tcl1(0.173374)(0.170864)(-0.167394)(-0.014637)(-0.370087)(100)(-0.37745)(-0.281139)]100927_at;	202075_s_at	phospholipid transfer protein
97398_at	2	"(2,3)"	phosphoenolpyruvate carboxykinase 2 (mitochondrial)	[RNAi:tcl1(100)(100)(100)(-0.398416)(100)(100)(-0.440765)(-0.225964)][RNAi:sox2(0.012507)(100)(-0.140878)(100)(-0.154278)(-0.371926)(-0.338085)(-0.218923)][RNAi:nanog(100)(100)(100)(100)(100)(0.166304)(100)(100)]97398_at;	202847_at	phosphoenolpyruvate carboxykinase 2 (mitochondrial)
161348_r_at	2	"(2,3)"	PDZ and LIM domain 1 (elfin)	[TF Goterm][TF:nanog]161348_r_at;	208690_s_at	PDZ and LIM domain 1 (elfin)
160167_at	2	"(2,3)"	nucleoporin 62	[TF Goterm]160167_at;	202153_s_at	nucleoporin 62kDa
98024_at	2	"(2,3)"	nuclear transcription factor-Y beta	[TF Goterm]98024_at;	218127_at	"nuclear transcription factor Y, beta"
161072_at	2	"(2,3)"	Nanog homeobox	[ES][TF Goterm][RNAi:nanog(-0.703856)(-0.817576)(-0.866285)(-0.858905)(-0.852871)(100)(-0.837174)(-0.889787)]161072_at;	220184_at	Nanog homeobox
97307_f_at	2	"(2,3)"	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5"	[TF:phc1][TF:nanog]97307_f_at;	203621_at	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa"
103799_at	2	"(2,3)"	myotubularin related protein 9	[TF:nanog]103799_at;	204837_at	myotubularin related protein 9
100023_at	2	"(2,3)"	myeloblastosis oncogene-like 2	[TF:nanog][RNAi:sox2(-0.409346)(-0.451748)(-0.281367)(-0.490409)(-0.426723)(-0.414002)(-0.564966)(-0.267896)]100023_at;	201710_at	v-myb myeloblastosis viral oncogene homolog (avian)-like 2
98610_at	2	"(2,3)"	mitochondrial ribosomal protein S28	[TF:oct4][TF:nanog]98610_at;	219819_s_at	mitochondrial ribosomal protein S28
160345_at	2	"(2,3)"	mitochondrial ribosomal protein L34	[TF:h3k27]160345_at;	221692_s_at	mitochondrial ribosomal protein L34 /// mitochondrial ribosomal protein L34
103553_at	2	"(2,3)"	minichromosome maintenance deficient 10 (S. cerevisiae)	[ES][TF:nanog]103553_at;	220651_s_at	MCM10 minichromosome maintenance deficient 10 (S. cerevisiae)
100935_at	2	"(2,3)"	MAX-like protein X	[TF Goterm][TF:suz12][TF:eed][TF:phc1][TF:h3k27]100935_at;	213708_s_at	MAX-like protein X
95565_at	2	"(2,3)"	MAD2L1 binding protein	[TF:phc1]95565_at;	203094_at	MAD2L1 binding protein
101970_at	2	"(2,3)"	leucine-rich repeats and immunoglobulin-like domains 1	[TF:rnf2][TF:h3k27]101970_at;	211596_s_at	leucine-rich repeats and immunoglobulin-like domains 1 /// leucine-rich repeats and immunoglobulin-like domains 1
101414_at	2	"(2,3)"	lamin B2	[RNAi:nanog(-0.171953)(-0.060608)(0.119793)(-0.072816)(-0.048183)(0.194918)(100)(-0.266952)]101414_at;	216952_s_at	lamin B2
101990_at	2	"(2,3)"	lactate dehydrogenase B	[RNAi:esrrb(-0.148421)(0.037393)(0.05427)(-0.133726)(-0.347035)(-0.140129)(-0.375603)(-0.291817)][RNAi:sox2(-0.005497)(-0.065821)(0.028774)(-0.073704)(-0.147039)(-0.314806)(-0.491837)(-0.302185)][RNAi:oct4(-0.267681)(-0.147502)(-0.192012)(-0.231118)(-0.349689)(-0.104062)(-0.3455)(-0.256647)][RNAi:nanog(0.218453)(0.250929)(0.157045)(-0.024851)(-0.161928)(-0.202613)(-0.545801)(-0.483568)]101990_at;	201030_x_at	lactate dehydrogenase B
94341_at	2	"(2,3)"	"jumonji, AT rich interactive domain 2"	[ES][TF:oct4][TF:oct4][TF:oct4][TF:sox2][TF:sox2][TF:nanog][TF:nanog][TF:nanog][TF:nanog]94341_at;	203298_s_at	"Jumonji, AT rich interactive domain 2"
104760_at	2	"(2,3)"	interferon-related developmental regulator 2	[TF:rnf2]104760_at;	209100_at	interferon-related developmental regulator 2
92817_at	2	"(2,3)"	"IMP3, U3 small nucleolar ribonucleoprotein, homolog (yeast)"	[TF:h3k27]92817_at;	221688_s_at	"IMP3, U3 small nucleolar ribonucleoprotein, homolog (yeast)"
98804_at	2	"(2,3)"	homeo box gene expressed in ES cells	[TF Goterm][TF:h3k27]98804_at;	211267_at	"homeobox, ES cell expressed 1"
100049_at	2	"(2,3)"	high mobility group AT-hook 1	[TF Goterm][TF:phc1]100049_at;	206074_s_at	high mobility group AT-hook 1
95232_at	2	"(2,3)"	heterogeneous nuclear ribonucleoprotein L	[RNAi:dppa4(-0.042026)(0.187211)(0.142419)(0.060493)(-0.016887)(0.06591)(0.012495)(0.17542)][RNAi:tbx3(0.136419)(0.387251)(0.472838)(0.456221)(0.341434)(0.308123)(0.333195)(0.350296)][RNAi:esrrb(0.145556)(0.376297)(0.441043)(0.320434)(0.249999)(0.266942)(0.184547)(0.303439)]95232_at;	35201_at	heterogeneous nuclear ribonucleoprotein L
161869_i_at	2	"(2,3)"	"heat shock protein 90kDa alpha (cytosolic), class A member 1"	[TF:oct4]161869_i_at;	214328_s_at	"heat shock protein 90kDa alpha (cytosolic), class A member 1"
101189_at	2	"(2,3)"	"harakiri, BCL2 interacting protein (contains only BH3 domain)"	[TF:h3k27]101189_at;	206864_s_at	"harakiri, BCL2 interacting protein (contains only BH3 domain)"
95084_f_at	2	"(2,3)"	glyoxylate reductase/hydroxypyruvate reductase	[TF:oct4]95084_f_at;	201347_x_at	glyoxylate reductase/hydroxypyruvate reductase
93269_at	2	"(2,3)"	glyoxalase 1	[ES][TF:oct4]93269_at;	200681_at	glyoxalase I
103737_at	2	"(2,3)"	glutamine fructose-6-phosphate transaminase 2	[TF:nanog][TF:nanog][RNAi:oct4(-0.549372)(-0.584767)(-0.619772)(-0.386247)(-0.758876)(-0.512847)(-0.672554)(-0.425683)][RNAi:nanog(-0.187046)(-0.248845)(-0.201211)(-0.414417)(-0.397906)(-0.55663)(-0.207086)(-0.618015)]103737_at;	205100_at	glutamine-fructose-6-phosphate transaminase 2
100565_at	2	"(2,3)"	glucosamine-6-phosphate deaminase 1	[RNAi:nanog(0.116403)(-0.008737)(-0.147069)(-0.164215)(-0.192343)(100)(-0.387052)(100)]100565_at;	202382_s_at	glucosamine-6-phosphate deaminase 1
161126_at	2	"(2,3)"	"gene model 288, (NCBI)"	[RNAi:mm_343880(-0.418491)(-0.402939)(-0.48351)(-0.491104)(-0.723727)(-0.546446)(-0.666858)][RNAi:esrrb(-0.187932)(-0.231248)(-0.320029)(-0.216919)(-0.259411)(-0.305064)(-0.338751)(-0.493551)][RNAi:sox2(-0.054932)(-0.219019)(-0.233865)(-0.371918)(-0.330984)(-0.437017)(0.005808)(-0.334666)][RNAi:oct4(100)(100)(100)(100)(100)(100)(100)(100)][RNAi:nanog(-0.206341)(-0.413639)(-0.46791)(-0.345637)(-0.345973)(100)(-0.121099)(-0.302476)]161126_at;	217988_at	cyclin B1 interacting protein 1
100407_at	2	"(2,3)"	galanin	[TF:h3k27][TF:oct4]100407_at;	214240_at	galanin
101143_at	2	"(2,3)"	frizzled homolog 7 (Drosophila)	[wnt receptor][Wnt genmapp][TF:suz12][TF:rnf2][TF:h3k27][TF:oct4][TF:sox2][TF:nanog][TF:nanog][TF:nanog]101143_at;	203706_s_at	frizzled homolog 7 (Drosophila)
92808_f_at	2	"(2,3)"	FK506 binding protein 4	[ES][TF:oct4][TF:sox2][TF:nanog]92808_f_at;	200895_s_at	"FK506 binding protein 4, 59kDa"
93216_at	2	"(2,3)"	fibroblast growth factor 2	[MAPKKK][TF:h3k27]93216_at;	204421_s_at	fibroblast growth factor 2 (basic)
96125_at	2	"(2,3)"	Fas death domain-associated protein	[TF Goterm]96125_at;	201763_s_at	death-associated protein 6
99101_at	2	"(2,3)"	"eukaryotic translation initiation factor 3, subunit 7 (zeta)"	[TF:phc1]99101_at;	200005_at	"eukaryotic translation initiation factor 3, subunit 7 zeta, 66/67kDa /// eukaryotic translation initiation factor 3, subunit 7 zeta, 66/67kDa"
103994_at	2	"(2,3)"	"eukaryotic translation initiation factor 2C, 2"	[RNAi:sox2(0.032756)(0.138892)(-0.00806)(-0.065621)(0.006218)(0.211181)(0.41575)(0.320406)][RNAi:oct4(-1.038237)(-0.777312)(-0.740269)(-0.842098)(-0.695062)(-0.710454)(-0.55379)(-0.672652)]103994_at;	213310_at	"Eukaryotic translation initiation factor 2C, 2"
97220_at	2	"(2,3)"	Down syndrome critical region homolog 2 (human)	[TF:nanog][TF:nanog]97220_at;	203405_at	Down syndrome critical region gene 2
97868_at	2	"(2,3)"	"DnaJ (Hsp40) homolog, subfamily A, member 3"	[TF:phc1]97868_at;	205963_s_at	"DnaJ (Hsp40) homolog, subfamily A, member 3"
101445_at	2	"(2,3)"	DNA methyltransferase (cytosine-5) 1	[TF Goterm]101445_at;	201697_s_at	DNA (cytosine-5-)-methyltransferase 1
99661_r_at	2	"(2,3)"	"cytochrome c oxidase, subunit VIIc"	[TF:sox2][TF:nanog][TF:nanog]99661_r_at;	201134_x_at	cytochrome c oxidase subunit VIIc
103391_at	2	"(2,3)"	cysteine conjugate-beta lyase 2	[TF:suz12][TF:h3k27]103391_at;	209472_at	kynurenine aminotransferase III
93129_at	2	"(2,3)"	cut-like 2 (Drosophila)	[TF Goterm][TF:h3k27]93129_at;	213920_at	cut-like 2 (Drosophila)
95931_at	2	"(2,3)"	"Cofactor required for Sp1 transcriptional activation, subunit 2"	[TF Goterm]95931_at;	202610_s_at	"cofactor required for Sp1 transcriptional activation, subunit 2, 150kDa"
94942_at	2	"(2,3)"	"cleavage stimulation factor, 3' pre-RNA, subunit 1"	[TF:nanog]94942_at;	202190_at	"cleavage stimulation factor, 3' pre-RNA, subunit 1, 50kDa"
94493_at	2	"(2,3)"	claudin 3	[TF:eed][TF:phc1][TF:h3k27][TF:nanog][RNAi:tbx3(100)(100)(100)(100)(100)(100)(100)(100)][RNAi:esrrb(100)(100)(100)(100)(100)(100)(100)(100)][RNAi:oct4(100)(100)(100)(100)(100)(100)(100)(100)]94493_at;	203954_x_at	claudin 3
92422_at	2	"(2,3)"	chromogranin A	[ES][TF:nanog]92422_at;	204697_s_at	chromogranin A (parathyroid secretory protein 1)
